FID;GEBIED;GEBOMSCH;LOCATIE;LOCOMSCH;X_WGS;Y_WGS;X_RD;Y_RD;Bron
0;AA;Aa;INWATAA03;Schijndelseloop 't Woud (AA03);5.40454983112;51.6584214868;156170;407630;DONAR_RD
1;AA;Aa;INWATAA04A;Aflaat Schijndel (AA04A);5.50843313122;51.6219255392;163364;403577;DONAR_RD
2;AA;Aa;INWATAA06;Biezenloop (AA06);5.60654723599;51.5608422073;170178;396798;DONAR_RD
3;AA;Aa;INWATAA07;Beek en Donk Spuiduiker AA07);5.62519161929;51.5462425026;171476;395178;DONAR_RD
4;AA;Aa;INWATAA09;Scheveningseloop (AA09);5.65270368757;51.5046148815;173401;390554;DONAR_RD
5;AA;Aa;INWATAA19;Donkersvoortseloop (AA19);5.56274750612;51.512785258;167154;391444;DONAR_RD
6;AA;Aa;INWATAA21;WHK-Goorloop (AA21);5.61338254261;51.5141996447;170668;391611;DONAR_RD
7;AA;Aa;INWATAA23A;EHK-Goorloop inlaat (AA23A);5.65686187459;51.4575530345;173709;385320;DONAR_RD
8;AA;Aa;INWATAA23B;EHK-Goorloop pomp (AA23B);5.65686547206;51.4575530262;173709.25;385320;DONAR_RD
9;AA;Aa;INWATAA24;Visvijver (AA24);5.63986594242;51.5326552758;172499;393670;DONAR_RD
10;AA;Aa;INWATAA25A;Gulden Aa (AA25A);5.65267125961;51.491633778;173404;389110;DONAR_RD
11;AA;Aa;INWATAA25B;Gulden Aa (AA25B);5.65267485978;51.4916337698;173404.25;389110;DONAR_RD
12;AA;Aa;INWATAA26;De Vries (AA26);5.65253752615;51.4884517135;173396;388756;DONAR_RD
13;AA;Aa;INWATAA27;Eijkenlust (AA27);5.64090487858;51.5328597915;172571;393693;DONAR_RD
14;AA;Aa;INWATAA28;EHK-Schotenseloop (AA28);5.60814049616;51.4493307613;170326;384394;DONAR_RD
15;AFGDDMS;Afgedamde Maas;ANDMS;Andel Maas;5.05071482871;51.7950288745;131760;422880;DONAR_RD
16;AFGDDMS;Afgedamde Maas;DEHGWCPBSD;De Hooge Waard, camping badstrand;5.08269359271;51.7804724632;133959;421251;DONAR_RD
17;AFGDDMS;Afgedamde Maas;DENWDNBSD;De Neswaarden, badstrand (Esmeer);5.11583857674;51.7901637406;136250;422320;DONAR_RD
18;AFGDDMS;Afgedamde Maas;DERSCPBSD;De Rietschoof, camping badstrand;5.13041467413;51.7761280515;137250;420755;DONAR_RD
19;AFGDDMS;Afgedamde Maas;NEDHMNZPT;Nederhemert noord zandplaat (Arkenswaard;5.14645392243;51.757688699;138350;418700;DONAR_RD
20;AFGDDMS;Afgedamde Maas;NEDHMT;Nederhemert (Afgedamde Maas);5.15875973642;51.7590617974;139200;418850;DONAR_RD
21;AFGDDMS;Afgedamde Maas;TVAF0012;Vogeltelvak(oud) vak 12;5.13650245021;51.7602657738;137664;418989;DONAR_RD
22;AFGDDMS;Afgedamde Maas;TVAF0014;Vogeltelvak(oud) vak 14;5.10602041941;51.7862121667;135571;421883;DONAR_RD
23;AFGDDMS;Afgedamde Maas;TVRG7411;Vogeltelvak met SOVON-code RG7411;5.17033332824;51.7622301493;14e4;419200;DONAR_RD
24;AFGDDMS;Afgedamde Maas;TVRG7412;Vogeltelvak met SOVON-code RG7412;5.13418670543;51.7495722472;137500;417800;DONAR_RD
25;AFGDDMS;Afgedamde Maas;TVRG7421;Vogeltelvak met SOVON-code RG7421;5.13702839759;51.7594668323;137700;418900;DONAR_RD
26;AFGDDMS;Afgedamde Maas;TVRG7422;Vogeltelvak met SOVON-code RG7422;5.1166265613;51.779647850800004;136300;421150;DONAR_RD
27;AFGDDMS;Afgedamde Maas;TVRG7431;Vogeltelvak met SOVON-code RG7431;5.10353522246;51.7872579446;135400;422e3;DONAR_RD
28;AFGDDMS;Afgedamde Maas;TVRG7432;Vogeltelvak met SOVON-code RG7432;5.102790609;51.7904024631;135350;422350;DONAR_RD
29;AFGDDMS;Afgedamde Maas;TVRG7433;Vogeltelvak met SOVON-code RG7433;5.09557757351;51.7849910223;134850;421750;DONAR_RD
30;AFGDDMS;Afgedamde Maas;TVRG7434;Vogeltelvak met SOVON-code RG7434;5.08980067625;51.7818301658;134450;421400;DONAR_RD
31;AFGDDMS;Afgedamde Maas;TVRG7435;Vogeltelvak met SOVON-code RG7435;5.07531997895;51.7799945922;133450;421200;DONAR_RD
32;AFGDDMS;Afgedamde Maas;TVRG7441;Vogeltelvak met SOVON-code RG7441;5.02874373719;51.8050319649;130250;424e3;DONAR_RD
33;AFGDDMS;Afgedamde Maas;VEEN;Veen (Afgedamde Maas);5.11227058797;51.7809861289;136e3;421300;DONAR_RD
34;AFGDDMS;Afgedamde Maas;VEENBWD;Veen, Banwaard;5.12389645174;51.7756191495;136800;420700;DONAR_RD
35;AFGDDMS;Afgedamde Maas;WELLBSD;Well, badstrand (Eind Dode Arm);5.18517371448;51.7480532924;141020;417620;DONAR_RD
36;AFGDDMS;Afgedamde Maas;WIJKSWDBSD;Wijksche Waard,badstrand (Wijk en Aalbur;5.13332080064;51.7747410172;137450;420600;DONAR_RD
37;AMR;Amer;AMR01;Amer, punt 01;4.82481559445;51.71098102;116106;413627;DONAR_RD
38;AMR;Amer;AMR29;Amer, punt 29;4.72039952137;51.724277075;108904;415167;DONAR_RD
39;AMR;Amer;AMR30;Amer, punt 30;4.72067557649;51.7232268428;108922;415050;DONAR_RD
40;AMR;Amer;ANNJCMNPT;Anna Jacomina plaat;4.69405546265;51.7237420233;107083.5;415124.5;DONAR_RD
41;AMR;Amer;ANNJCMNPT01;Anna Jacomina plaat, punt 01;4.69113386619;51.7231178804;106881;415057;DONAR_RD
42;AMR;Amer;ANNJCMNPT02;Anna Jacomina plaat, punt 02;4.6969771401;51.7243660934;107286;415192;DONAR_RD
43;AMR;Amer;DRIMMLHPT;Drimmelen, Hamplaat;4.78709815385;51.7114499836;113500;413700;DONAR_RD
44;AMR;Amer;DRIMMLN;Drimmelen;4.81091292063;51.7118123713;115146;413727;DONAR_RD
45;AMR;Amer;DRIMMLWP;Drimmelen, Worp;4.78716979084;51.706056506;113500;413100;DONAR_RD
46;AMR;Amer;GATVDKST;Gat van de Kerksloot;4.78687595382;51.7281697445;113500;415560;DONAR_RD
47;AMR;Amer;GIJSTILT;De Gijster inlaat;4.77968902786;51.7243569895;113e3;415140;DONAR_RD
48;AMR;Amer;TVAM0100;Vogeltelvak (oud) vak 100;4.85985842328;51.7176616664;118533;414352;DONAR_RD
49;AMR;Amer;TVBR3510;Vogeltelvak met SOVON-code BR3510;4.85213961522;51.7180581447;118e3;414400;DONAR_RD
50;AMR;Amer;TVBR3520;Vogeltelvak met SOVON-code BR3520;4.85216623853;51.7158108437;118e3;414150;DONAR_RD
51;AMR;Amer;TVBR3530;Vogeltelvak met SOVON-code BR3550;4.78931030956;51.7083148947;113650;413350;DONAR_RD
52;AMR;Amer;TVBR3540;Vogeltelvak met SOVON-code BR3540;4.78922107362;51.7150567418;113650;414100;DONAR_RD
53;AMR;Amer;TVBR3550;Vogeltelvak met SOVON-code BR3550;4.75069509018;51.7274392714;111e3;415500;DONAR_RD
54;AMR;Amer;TVBR3560;Vogeltelvak met SOVON-code BR3560;4.75073943444;51.7242930993;111e3;415150;DONAR_RD
55;AMR;Amer;TVBR3570;Vogeltelvak met SOVON-code BR3570;4.70732406373;51.7235995679;108e3;415100;DONAR_RD
56;AMR;Amer;TVBR3580;Vogeltelvak met SOVON-code BR3580;4.70737818697;51.7200039664;108e3;414700;DONAR_RD
57;AMR;Amer;TVBR3590;Vogeltelvak met SOVON-code BR3590;4.66395329811;51.7201932713;105e3;414750;DONAR_RD
58;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;ARKNL0;Amsterdam-Rijnkanaal, kilometervak 0;4.9558741521;52.3720032979;125600;487100;DONAR_RD
59;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;ARKNL13;Amsterdam-Rijnkanaal, kilometervak 13;5.01911667812;52.2724415306;129850;476e3;DONAR_RD
60;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;ARKNL15;Amsterdam-Rijnkanaal, kilometervak 15;5.01450349586;52.2546739931;129525;474025;DONAR_RD
61;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;ARKNL2;Amsterdam-Rijnkanaal, kilometervak 2;4.96885977288;52.3576679724;126475;485500;DONAR_RD
62;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;ARKNL21;Amsterdam-Rijnkanaal, kilometervak 21;5.00031628196;52.2018182138;128525;468150;DONAR_RD
63;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;ARKNL25;Amsterdam-Rijnkanaal, kilometervak 25;4.99624318873;52.1658486617;128225;464150;DONAR_RD
64;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;ARKNL31;Amsterdam-Rijnkanaal, kilometervak 31;5.0546336508;52.1278244107;132200;459900;DONAR_RD
65;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;ARKNL34;Amsterdam-Rijnkanaal, kilometervak 34;5.07742478808;52.1058632872;133750;457450;DONAR_RD
66;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;ARKNL35;Amsterdam-Rijnkanaal, kilometervak 35;5.07821381549;52.0973256978;133800;456500;DONAR_RD
67;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;ARKNL37;Amsterdam-Rijnkanaal, kilometervak 37;5.08161775026;52.0798057688;134025;454550;DONAR_RD
68;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;ARKNL38;Amsterdam-Rijnkanaal, kilometervak 38;5.0893342508;52.0712858634;134550;453600;DONAR_RD
69;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;ARKNL39;Amsterdam-Rijnkanaal, kilometervak 39;5.09594814607;52.0636616378;135e3;452750;DONAR_RD
70;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;ARKNL4;Amsterdam-Rijnkanaal, kilometervak 4;4.9913463209;52.3467341925;128e3;484275;DONAR_RD
71;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;ARKNL40;Amsterdam-Rijnkanaal, kilometervak 40;5.102924333;52.0560379121;135475;451900;DONAR_RD
72;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;ARKNL41;Amsterdam-Rijnkanaal, kilometervak 41;5.10771685254;52.0475096793;135800;450950;DONAR_RD
73;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;ARKNL42;Amsterdam-Rijnkanaal, kilometervak 42;5.11258042544;52.0389814093;136130;45e4;DONAR_RD
74;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;ARKNL43;Amsterdam-Rijnkanaal, kilometervak 43;5.12093177057;52.0318092639;136700;449200;DONAR_RD
75;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;ARKNL44;Amsterdam-Rijnkanaal, kilometervak 44;5.13116961308;52.0255395685;137400;448500;DONAR_RD
76;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;ARKNL45;Amsterdam-Rijnkanaal, kilometervak 45;5.14140211998;52.0197184307;138100;447850;DONAR_RD
77;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;ARKNL5;Amsterdam-Rijnkanaal, kilometervak 5;5.00313868773;52.3409304081;128800;483625;DONAR_RD
78;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;ARKNL51;Amsterdam-Rijnkanaal, kilometervak 51;5.22016576098;51.9971590921;143500;445325;DONAR_RD
79;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;ARKNL57;Amsterdam-Rijnkanaal, kilometervak 57;5.29957879106;51.9740980616;148950;442750;DONAR_RD
80;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;ARKNL6;Amsterdam-Rijnkanaal, kilometervak 6;5.01346631815;52.334446667;129500;482900;DONAR_RD
81;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;ARKNL66;Amsterdam-Rijnkanaal, kilometervak 66;5.41017852953;51.9318793249;156550;438050;DONAR_RD
82;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;ARKNL70;Amsterdam-Rijnkanaal, kilometervak 70;5.45195052122;51.9071432983;159425;435300;DONAR_RD
83;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;ARKNL8;Amsterdam-Rijnkanaal, kilometervak 8;5.01911051562;52.3173856966;129875;481e3;DONAR_RD
84;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;BAZDK;Bazeldijk (kilometer 14.5);4.99571309072;51.9014731976;128030;434740;DONAR_RD
85;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;BENDSMN66;Beneden Strijmen, kilometer 66;5.40436293607;51.9348018148;156150;438375;DONAR_RD
86;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;DIEMPDR4;Diemerpolder, kilometer 4;4.9861828871;52.3496381325;127650;484600;DONAR_RD
87;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;ENERGHVN;Energiehaven;5.07088431235;52.1018007887;133300;457e3;DONAR_RD
88;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;GOYSDP51;Goyse dorp, kilometer 51;5.21396872872;51.9991726842;143075;445550;DONAR_RD
89;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;JUTPS;Jutphaas;5.09319392363;52.0389345257;134800;45e4;DONAR_RD
90;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;KERNHVN;Kernhaven;5.06793049527;52.1066109813;133100;457536;DONAR_RD
91;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;LEKKNL43;Lekkanaal, kilometervak 43;5.11511310827;52.0299980975;136300;449e3;DONAR_RD
92;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;LEKKNL44;Lekkanaal, kilometervak 44;5.11298221542;52.0210039316;136150;448e3;DONAR_RD
93;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;LEKKNL45;Lekkanaal, kilometervak 45;5.1090256414;52.0129043293;135875;447100;DONAR_RD
94;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;LOENN;Loenen;5.00778449467;52.2267419446;129050;470920;DONAR_RD
95;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;MAARSSBK31;Maarssenbroek, kilometer 31;5.04877109007;52.1305044348;131800;460200;DONAR_RD
96;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;MAARSSN;Maarssen;5.03953560513;52.1347922944;131170;460680;DONAR_RD
97;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;MESHVN;Mesonhaven;5.06700484821;52.1115075333;133039;458081;DONAR_RD
98;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;NIEUWGN;Nieuwegein;5.11340282332;52.0237016777;136180;448300;DONAR_RD
99;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;NIEUWGND42;Nieuwegein noord, kilometer 42;5.10993020512;52.0432450555;135950;450475;DONAR_RD
100;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;NIEUWGVHVN;Nieuwegein voorhaven;5.10866144521;52.0129034666;135850;447100;DONAR_RD
101;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;NIGTVT13;Nigtevecht, kilometer 13;5.02054262225;52.27721007;129950;476530;DONAR_RD
102;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;OUDDMN;Oud Diemen (kilometer 3.5);4.98130009336;52.3538821353;127320;485074;DONAR_RD
103;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;PROTHVN;Protonhaven;5.07112436855;52.1091275634;133320;457815;DONAR_RD
104;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;RAVSY;Ravenswaay (kilometer 63.5);5.37672878986;51.9476122199;154250;439800;DONAR_RD
105;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;RAVWVHVN;Ravenswaay;5.34908061213;51.958393521;152350;441e3;DONAR_RD
106;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;SCHELLWDE;Schellingwoude;4.99724288972;52.3438324484;128400;483950;DONAR_RD
107;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;TIELGMTHVN;Tiel gemeentehaven (Glashaven);5.4370604008;51.9134430266;158400;436e3;DONAR_RD
108;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;TIELKNL;Tiel Kanaal;5.45303793261;51.9053448335;159500;435100;DONAR_RD
109;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;TIELND70;Tiel Noord, kilometer 70;5.44904992282;51.9116395097;159225;435800;DONAR_RD
110;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;TIELNHVN;Tiel noord haven;5.43851906251;51.9179370596;158500;436500;DONAR_RD
111;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;TIELVHVN;Tiel voorhaven;5.45883551693;51.8954531999;159900;434e3;DONAR_RD
112;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;URANUKNL;Uraniumkanaal;5.06641968365;52.1136992825;133e3;458325;DONAR_RD
113;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;UTT38;Utrecht, kilometer 38;5.08491075524;52.0782861204;134250;454380;DONAR_RD
114;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;VREDOD27;Vredenoord, kilometer 27;5.00474476069;52.1546402314;128800;462900;DONAR_RD
115;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;WEESPWT;Weesp West;5.01984091352;52.3177475223;129925;481040;DONAR_RD
116;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;WIJKBDSDKNL;Wijk bij Duurstede kanaal;5.31632433204;51.9697945696;150100;442270;DONAR_RD
117;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;WIJKBDSDVHVN;Wijk bij Duurstede voorhaven;5.33233947498;51.9651287811;151200;441750;DONAR_RD
118;AMSDRKNL;Amsterdam-Rijnkanaal / Lekkanaal;ZOELN;Zoelen;5.43038217027;51.9220753811;157940;436960;DONAR_RD
119;ANKVSPSN;Ankeveensche plassen;ANKVSPSND;Ankeveensche Plassen noord;5.08722770502;52.2762298318;134500;476400;DONAR_RD
120;ANTWKNPD;Het Antwerps Kanaalpand;ANTWKNPD2;Antwerps Kanaalpand, kilometer 02;4.24604609083;51.3887162692;75550;378250;DONAR_RD
121;ANTWKNPD;Het Antwerps Kanaalpand;ANTWKNPD5;Antwerps Kanaalpand, kilometer 05;4.23748771378;51.414704641;75e3;381150;DONAR_RD
122;ANTWKNPD;Het Antwerps Kanaalpand;BATHSBG;Bathse brug;4.23992664424;51.403490531;75150;379900;DONAR_RD
123;ANTWKNPD;Het Antwerps Kanaalpand;BATHSBLKOVR;Bathsebrug linker oever (kilometer 1042);4.23815841001;51.4066072048;75032.45;380248.6;DONAR_RD
124;ANTWKNPD;Het Antwerps Kanaalpand;KREEKRBG;Kreekrakbrug;4.23459716775;51.4295104412;74825;382800;DONAR_RD
125;ANTWKNPD;Het Antwerps Kanaalpand;KREEKRSZZDVH;Kreekraksluizen Zuidervoorhaven;4.23258340325;51.4380315;74700;383750;DONAR_RD
126;ANTWKNPD;Het Antwerps Kanaalpand;ZANDVT;Zandvliet;4.26717483468;51.3767841283;77e3;376900;DONAR_RD
127;BATHSSKNL;Bathsche Spuikanaal;BATHSSKNILP;Bathse Spuikanaal inloop;4.22603963703;51.4638151334;74290.8;386625.1;DONAR_RD
128;BATHSSKNL;Bathsche Spuikanaal;BATHSSKNND;Bathse Spuikanaal noord;4.25882649331;51.4239036471;76500;382150;DONAR_RD
129;BATHSSKNL;Bathsche Spuikanaal;BATHSSKNZD;Bathse Spuikanaal zuid;4.23591422581;51.4030014363;74870;379850;DONAR_RD
130;BATHSSKNL;Bathsche Spuikanaal;KREEKRBSKNL;Kreekrakbrug spuikanaal;4.23083364469;51.4262498941;74557.57;382441.48;DONAR_RD
131;BELGE;Belgie;ANTWPHGMY;Antwerpen, Hoge Maey;4.34061611451;51.3064428062;82e3;369e3;DONAR_RD
132;BELGE;Belgie;DOELOGSTTRN;Doel, opgespoten terrein;4.24000942208;51.3144850457;75e3;37e4;DONAR_RD
133;BELGE;Belgie;DOELPPPDSKM;Doel, Prosperpolder spuikom;4.23933219261;51.3414500162;75e3;373e3;DONAR_RD
134;BELGE;Belgie;KALLDGITNTNL;Kallo, Dredging International;4.27641237449;51.2923618985;77500;367500;DONAR_RD
135;BELGE;Belgie;KNOKKHZBGE;Knokke, Het Zwin Belgie;3.3625620745;51.3654726612;14e3;377e3;DONAR_RD
136;BELGE;Belgie;SINTKWKSMR;Sint Kruis-Winkel, Sidmar;3.80074239419;51.1564745195;44e3;353e3;DONAR_RD
137;BELGE;Belgie;ZANDVBASF;Zandvliet, BASF;4.28195087117;51.3598433491;78e3;375e3;DONAR_RD
138;BELGE;Belgie;ZEEBGHVCPX;Zeebrugge, havencomplex;3.20597038304;51.335667578;3e3;374e3;DONAR_RD
139;BELGE;Belgie;ZELZTCLMPTE;Zelzate, Calemansputte;3.77820348864;51.1876340262;42500;356500;DONAR_RD
140;BENDMWDE;Beneden Merwede;HARDVD;Hardinxveld (kilometer 962);4.87707565074;51.8167856631;119800;425370;DONAR_RD
141;BENDMWDE;Beneden Merwede;HARDVKODWL;Hardinxveld, kop van de Oude Wiel;4.87274188459;51.8152384972;119500;425200;DONAR_RD
142;BENDMWDE;Beneden Merwede;NEDHDVD;Neder-Hardinxveld (km-raai 964);4.84218656032;51.8231910673;117400;426100;DONAR_RD
143;BENDMWDE;Beneden Merwede;PAPDT;Papendrecht (kilometer 972.5);4.72395052339;51.8234808824;109250;426200;DONAR_RD
144;BENDMWDE;Beneden Merwede;SLIEDSBBH;Sliedrechtse Biesbosch;4.80738368235;51.8221251749;115e3;426e3;DONAR_RD
145;BENDMWDE;Beneden Merwede;SLIEDT;Sliedrecht;4.78453095821;51.817065648;113420;425450;DONAR_RD
146;BENDMWDE;Beneden Merwede;TVBR1211;Vogeltelvak met SOVON-code BR1211;4.87124003078;51.8197266862;119400;425700;DONAR_RD
147;BENDMWDE;Beneden Merwede;TVBR1212;Vogeltelvak met SOVON-code BR1212;4.87126063053;51.8179288614;119400;425500;DONAR_RD
148;BENDMWDE;Beneden Merwede;TVBR1221;Vogeltelvak met SOVON-code BR1221;4.80957683002;51.8207875571;115150;425850;DONAR_RD
149;BENDMWDE;Beneden Merwede;TVBR1222;Vogeltelvak met SOVON-code BR1222;4.80960565495;51.8185402952;115150;425600;DONAR_RD
150;BENDMWDE;Beneden Merwede;TVBR1231;Vogeltelvak met SOVON-code BR1231;4.77118730794;51.8169963028;112500;425450;DONAR_RD
151;BENDMWDE;Beneden Merwede;TVBR1232;Vogeltelvak met SOVON-code BR1232;4.77120574982;51.8156479527;112500;425300;DONAR_RD
152;BENDMWDE;Beneden Merwede;TVBR1240;Vogeltelvak met SOVON-code BR1241;4.75516362517;51.8218553346;111400;426e3;DONAR_RD
153;BENDMWDE;Beneden Merwede;TVBR1241;Vogeltelvak met SOVON-code BR1241;4.75515100852;51.8227542317;111400;426100;DONAR_RD
154;BENDMWDE;Beneden Merwede;TVBR1242;Vogeltelvak met SOVON-code BR1242;4.75517624125;51.8209564373;111400;425900;DONAR_RD
155;BENDMWDE;Beneden Merwede;TVBR1251;Vogeltelvak met SOVON-code BR1251;4.70869225257;51.8251915301;108200;426400;DONAR_RD
156;BENDMWDE;Beneden Merwede;TVBR1252;Vogeltelvak met SOVON-code BR1252;4.70871934058;51.8233937497;108200;426200;DONAR_RD
157;BERGSMS;Bergsche Maas;CAPSVR;Capelse Veer;4.98338558103;51.7208319254;127070;414650;DONAR_RD
158;BERGSMS;Bergsche Maas;DRONGLN;Drongelen (kilometer 236.0);5.05624683928;51.7129700376;132100;413750;DONAR_RD
159;BERGSMS;Bergsche Maas;DRONGLVR;Drongelen veer (Bergse Maas);5.0504684835699996;51.7116051104;131700;413600;DONAR_RD
160;BERGSMS;Bergsche Maas;GEERTDBG;Geertruidenberg Amercentrale;4.85027744649;51.7164314739;117870;414220;DONAR_RD
161;BERGSMS;Bergsche Maas;GEERTDBG02;Geertruidenberg, punt 02;4.83046768742;51.7126441664;116498;413809;DONAR_RD
162;BERGSMS;Bergsche Maas;HEUSDN;Heusden;5.1338249725;51.7366265343;137470;416360;DONAR_RD
163;BERGSMS;Bergsche Maas;KEIZVR;Keizersveer;4.89480189119;51.721122068;120950;414720;DONAR_RD
164;BERGSMS;Bergsche Maas;MONDDDGE;Mond der Donge;4.84773908632;51.7108461918;117690;413600;DONAR_RD
165;BERGSMS;Bergsche Maas;PEERBM;Peerenboom (Bergse Maas);4.90854402758;51.7218982394;121900;414800;DONAR_RD
166;BERGSMS;Bergsche Maas;TVRG7510;Vogeltelvak met SOVON-code RG7510;5.14002913424;51.7405952034;137900;416800;DONAR_RD
167;BERGSMS;Bergsche Maas;TVRG7520;Vogeltelvak met SOVON-code RG7520;5.0952111638;51.7297044804;134800;415600;DONAR_RD
168;BERGSMS;Bergsche Maas;TVRG7530;Vogeltelvak met SOVON-code RG7530;5.04540037499;51.7120398936;131350;413650;DONAR_RD
169;BERGSMS;Bergsche Maas;TVRG7540;Vogeltelvak met SOVON-code RG7540;5.00413605762;51.7146089587;128500;413950;DONAR_RD
170;BERGSMS;Bergsche Maas;TVRG7550;Vogeltelvak met SOVON-code RG7550;4.93892100485;51.7238164419;124e3;415e3;DONAR_RD
171;BIESBS;Biesbosch;BIESBBBSBBGT;Biesbosch, Brabantse Biesbosch, de Gijst;4.80859611101;51.7277397094;115e3;415500;DONAR_RD
172;BIESBS;Biesbosch;BIESBBBSBBPD;Biesbosch, Brabantse Biesbosch, Polder M;4.7936480574500004;51.7636236947;114e3;419500;DONAR_RD
173;BIESBS;Biesbosch;BIESBBBSBBSR;Biesbosch, Brabantse Biesbosch, Spiering;4.77016175274;51.7859765741;112400;422e3;DONAR_RD
174;BIESBS;Biesbosch;BIESBH;Biesbosch;4.80808875757;51.767291838;115e3;419900;DONAR_RD
175;BIESBS;Biesbosch;BIESBSDSBBH;Biesbosch, Sliedrechtse Biesbosch;4.81700267991;51.8064438424;115649.39;424250.37;DONAR_RD
176;BOVMWDE;Boven Merwede;DEMTPCPBSD;De Mosterdpot, camping badstrand;4.99888979919;51.8197695375;128200;425650;DONAR_RD
177;BOVMWDE;Boven Merwede;GORCM;Gorinchem;4.97589681946;51.8278715685;126620;426560;DONAR_RD
178;BOVMWDE;Boven Merwede;SLEEUWK;Sleeuwijk;4.95169273276;51.8253120348;124950;426285;DONAR_RD
179;BOVMWDE;Boven Merwede;TVBR1111;Vogeltelvak met SOVON-code BR1111;4.99086443347;51.8251363807;127650;426250;DONAR_RD
180;BOVMWDE;Boven Merwede;TVBR1112;Vogeltelvak met SOVON-code BR1112;4.95239072866;51.8281463253;125e3;426600;DONAR_RD
181;BOVMWDE;Boven Merwede;TVBR1121;Vogeltelvak met SOVON-code BR1121;4.98726964309;51.8215283678;127400;425850;DONAR_RD
182;BOVMWDE;Boven Merwede;TVBR1122;Vogeltelvak met SOVON-code BR1122;4.94515003983;51.8267708193;124500;426450;DONAR_RD
183;BOVMWDE;Boven Merwede;TVBR1130;Vogeltelvak met SOVON-code BR1130;4.90453425212;51.8261611709;121700;426400;DONAR_RD
184;BOVMWDE;Boven Merwede;TVBR1140;Vogeltelvak met SOVON-code BR1140;4.90167160231;51.8225535303;121500;426e3;DONAR_RD
